//Quantitative values
73	//Makespan
61	//Mission completion time hauler 1
73	//Mission completion time hauler 2
3	//Application execution time (in millisecond)
//Path to the final points
0,[4 ,10],[4,9]
1,[4 ,9],[4,8]
2,[4 ,8],[4,7]
3,[4 ,7],[5,7]
4,[5 ,7],[6,7]
5,[6 ,7],[7,7]
6,[7 ,7],[8,7]
7,[8 ,7],[9,7]
8,[9 ,7],[10,7]
9,[10 ,7],[9,7]
10,[9 ,7],[8,7]
11,[8 ,7],[7,7]
12,[8 ,6],[6,7]
13,[8 ,5],[5,7]
14,[8 ,4],[4,7]
15,[8 ,3],[4,8]
16,[7 ,3],[4,7]
17,[6 ,3],[4,6]
18,[5 ,3],[4,5]
19,[6 ,3],[4,4]
20,[7 ,3],[4,3]
21,[8 ,3],[5,3]
22,[8 ,4],[4,3]
23,[8 ,5],[4,4]
24,[8 ,6],[4,5]
25,[8 ,7],[4,6]
26,[9 ,7],[4,7]
27,[10 ,7],[4,8]
28,[9 ,7],[4,7]
29,[8 ,7],[5,7]
30,[7 ,7],[6,7]
31,[6 ,7],[7,7]
32,[5 ,7],[8,7]
33,[4 ,7],[9,7]
34,[4 ,8],[10,7]
35,[3 ,8],[9,7]
36,[2 ,8],[8,7]
37,[1 ,8],[7,7]
38,[1 ,7],[6,7]
39,[1 ,6],[5,7]
40,[1 ,5],[4,7]
41,[1 ,4],[4,8]
42,[1 ,3],[4,7]
43,[1 ,2],[5,7]
44,[1 ,3],[6,7]
45,[1 ,4],[7,7]
46,[1 ,5],[8,7]
47,[1 ,6],[9,7]
48,[1 ,7],[10,7]
49,[1 ,8],[9,7]
50,[2 ,8],[8,7]
51,[3 ,8],[7,7]
52,[4 ,8],[6,7]
53,[3 ,8],[5,7]
54,[2 ,8],[4,7]
55,[1 ,8],[4,8]
56,[1 ,7],[3,8]
57,[1 ,6],[2,8]
58,[1 ,5],[1,8]
59,[1 ,4],[1,7]
60,[1 ,3],[1,6]
61,[1 ,2],[1,5]
62,[1 ,2],[1,4]
63,[1 ,2],[1,3]
64,[1 ,2],[1,2]
65,[1 ,2],[2,2]
66,[1 ,2],[3,2]
67,[1 ,2],[3,3]
68,[1 ,2],[4,3]
69,[1 ,2],[5,3]
70,[1 ,2],[6,3]
71,[1 ,2],[7,3]
72,[1 ,2],[8,3]
73,[1 ,2],[8,3]
